Gene,Promoter,Chr,Start,Stop,Flo8_Exp,Flo8_Obs,Flo8_pVal,Mss11_Exp,Mss11_Obs,Mss11_pVal,Mfg1_Exp,Mfg1_Obs,Mfg1_pVal,Sok2_Exp,Sok2_Obs,Sok2_pVal,Ste12_Exp,Ste12_Obs,Ste12_pVal,Tec1_Exp,Tec1_Obs,Tec1_pVal,Mit1_Exp,Mit1_Obs,Mit1_pVal,Nrg1_Exp,Nrg1_Obs,Nrg1_pVal,Sfl1_Exp,Sfl1_Obs,Sfl1_pVal,Phd1_Exp,Phd1_Obs,Phd1_pVal,Mga1_Exp,Mga1_Obs,Mga1_pVal,Rim101_Exp,Rim101_Obs,Rim101_pVal,Rlm1_Exp,Rlm1_Obs,Rlm1_pVal,Rtg1_Exp,Rtg1_Obs,Rtg1_pVal,Skn7_Exp,Skn7_Obs,Skn7_pVal,Smp1_Exp,Smp1_Obs,Smp1_pVal,Fkh1_Exp,Fkh1_Obs,Fkh1_pVal,Dig1_Exp,Dig1_Obs,Dig1_pVal,Gln3_Exp,Gln3_Obs,Gln3_pVal,Hms1_Exp,Hms1_Obs,Hms1_pVal,Msn1_Exp,Msn1_Obs,Msn1_pVal,Hot1_Exp,Hot1_Obs,Hot1_pVal,Hms2_Exp,Hms2_Obs,Hms2_pVal,Yap6_Exp,Yap6_Obs,Yap6_pVal,Msn2_Exp,Msn2_Obs,Msn2_pVal,Msn4_Exp,Msn4_Obs,Msn4_pVal,Gcn4_Exp,Gcn4_Obs,Gcn4_pVal,Rgm1_Exp,Rgm1_Obs,Rgm1_pVal
YJL003W,COX16,10,434493,434849,3.7097,1,9.76E-01,2.9408,1,9.47E-01,6.9694,0,1.00E+00,3.192,0,1.00E+00,3.7736,0,1.00E+00,3.7859,0,1.00E+00,3.09,0,1.00E+00,2.8264,0,1.00E+00,2.4943,2,7.12E-01,7.1002,6,7.12E-01,4.9947,4,7.34E-01,2.0522,2,6.08E-01,2.0163,0,1.00E+00,1.4157,1,7.57E-01,1.9636,0,1.00E+00,1.4404,1,7.63E-01,4.0072,1,9.82E-01,4.7783,1,9.92E-01,2.5666,3,4.73E-01,1.9372,0,1.00E+00,2.0437,0,1.00E+00,2.1355,0,1.00E+00,3.4898,1,9.69E-01,2.729,1,9.35E-01,2.3894,2,6.89E-01,3.1036,3,6.00E-01,1.5653,0,1.00E+00,2.2671,1,8.96E-01
YJL002C,OST1,10,436500,435070,3.1677,0,1.00E+00,2.5526,1,9.22E-01,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,1,9.60E-01,2.672,2,7.46E-01,2.4611,1,9.15E-01,2.1954,0,1.00E+00,5.8801,4,8.38E-01,4.1957,0,1.00E+00,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,2,8.54E-01,4.0227,1,9.82E-01,2.2532,0,1.00E+00,1.7497,1,8.26E-01,1.835,0,1.00E+00,1.9084,0,1.00E+00,2.9919,4,3.51E-01,2.3832,2,6.88E-01,2.1115,0,1.00E+00,2.6829,1,9.32E-01,1.4523,0,1.00E+00,2.0137,2,5.98E-01
YJL001W,PRE3,10,437012,437775,3.1677,0,1.00E+00,2.5526,1,9.22E-01,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,4,4.04E-01,2.672,2,7.46E-01,2.4611,1,9.15E-01,2.1954,0,1.00E+00,5.8801,4,8.38E-01,4.1957,0,1.00E+00,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,2,8.54E-01,4.0227,1,9.82E-01,2.2532,0,1.00E+00,1.7497,1,8.26E-01,1.835,0,1.00E+00,1.9084,0,1.00E+00,2.9919,3,5.75E-01,2.3832,2,6.88E-01,2.1115,0,1.00E+00,2.6829,1,9.32E-01,1.4523,0,1.00E+00,2.0137,2,5.98E-01
YJR001W,AVT1,10,438651,440459,15.0903,3,1.00E+00,11.0919,1,1.00E+00,32.041,1,1.00E+00,12.3983,0,1.00E+00,15.4226,3,1.00E+00,15.4866,1,1.00E+00,11.8678,1,1.00E+00,10.4974,1,1.00E+00,8.7704,4,9.75E-01,32.7209,21,9.88E-01,21.7723,7,1.00E+00,6.4716,2,9.88E-01,6.2849,4,8.72E-01,3.1615,2,8.24E-01,6.0105,1,9.98E-01,3.2903,0,1.00E+00,16.6375,14,7.74E-01,20.6473,3,1.00E+00,9.1461,5,9.50E-01,5.8733,3,9.32E-01,6.4274,5,7.68E-01,6.9046,2,9.92E-01,13.947,13,6.36E-01,9.9906,9,6.66E-01,8.2246,3,9.88E-01,11.9387,8,9.08E-01,3.9397,0,1.00E+00,7.589,11,1.46E-01
YJR002W,MPP10,10,440714,442495,7.5032,0,1.00E+00,5.6578,2,9.77E-01,15.3266,1,1.00E+00,6.2608,0,1.00E+00,7.6566,1,1.00E+00,7.6861,3,9.82E-01,6.0159,2,9.83E-01,5.3834,0,1.00E+00,4.5863,0,1.00E+00,15.6404,3,1.00E+00,10.5872,4,9.93E-01,3.5254,0,1.00E+00,3.4392,0,1.00E+00,1.9976,0,1.00E+00,3.3125,0,1.00E+00,2.0571,0,1.00E+00,8.2173,4,9.63E-01,10.068,0,1.00E+00,4.7597,3,8.54E-01,3.2492,4,4.08E-01,3.505,0,1.00E+00,3.7252,0,1.00E+00,6.9756,3,9.70E-01,5.1495,1,9.94E-01,4.3344,1,9.87E-01,6.0486,6,5.62E-01,2.3568,0,1.00E+00,4.0411,1,9.82E-01
YJR003C,YJR003C,10,444402,442843,1,0,1.00E+00,1,3,8.03E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,5,3.66E-03,1,4,1.90E-02,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,6,5.94E-04,1,2,2.64E-01,1,0,1.00E+00,1,5,3.66E-03,1,1,6.32E-01,1,2,2.64E-01
YJR004C,SAG1,10,446710,444758,3.1677,1,9.58E-01,2.5526,1,9.22E-01,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,0,1.00E+00,2.672,0,1.00E+00,2.4611,3,4.46E-01,2.1954,0,1.00E+00,5.8801,4,8.38E-01,4.1957,0,1.00E+00,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,1,9.67E-01,4.0227,3,7.65E-01,2.2532,0,1.00E+00,1.7497,0,1.00E+00,1.835,1,8.40E-01,1.9084,0,1.00E+00,2.9919,4,3.51E-01,2.3832,1,9.08E-01,2.1115,0,1.00E+00,2.6829,0,1.00E+00,1.4523,1,7.66E-01,2.0137,0,1.00E+00
YJR005W,APL1,10,447772,449874,3.7097,1,9.76E-01,2.9408,1,9.47E-01,6.9694,1,9.99E-01,3.192,0,1.00E+00,3.7736,0,1.00E+00,3.7859,0,1.00E+00,3.09,0,1.00E+00,2.8264,3,5.37E-01,2.4943,0,1.00E+00,7.1002,4,9.23E-01,4.9947,0,1.00E+00,2.0522,0,1.00E+00,2.0163,0,1.00E+00,1.4157,0,1.00E+00,1.9636,0,1.00E+00,1.4404,0,1.00E+00,4.0072,1,9.82E-01,4.7783,3,8.55E-01,2.5666,0,1.00E+00,1.9372,0,1.00E+00,2.0437,1,8.70E-01,2.1355,0,1.00E+00,3.4898,4,4.61E-01,2.729,1,9.35E-01,2.3894,0,1.00E+00,3.1036,0,1.00E+00,1.5653,1,7.91E-01,2.2671,0,1.00E+00
YJR005C-A,YJR005C-A,10,450607,450326,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,1,7.58E-01,1.3653,1,7.45E-01,1.2989,0,1.00E+00,2.22,3,3.83E-01,1.7989,0,1.00E+00,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,0,1.00E+00,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,1,6.95E-01,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,0,1.00E+00,1.3458,1,7.40E-01,1.2779,0,1.00E+00,1.4207,1,7.58E-01,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YJR006W,HYS2,10,451051,452514,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,1,7.45E-01,1.2989,0,1.00E+00,2.22,5,7.47E-02,1.7989,2,5.37E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,0,1.00E+00,1.7557,0,1.00E+00,1.3133,0,1.00E+00,1.1874,2,3.33E-01,1.2087,1,7.01E-01,1.2271,1,7.07E-01,1.498,0,1.00E+00,1.3458,1,7.40E-01,1.2779,0,1.00E+00,1.4207,1,7.58E-01,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YJR007W,SUI2,10,452869,453783,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,3,8.03E-02,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJR008W,YJR008W,10,454279,455295,1.5419,1,7.86E-01,1.3882,0,1.00E+00,2.1939,1,8.89E-01,1.4384,1,7.63E-01,1.5547,0,1.00E+00,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,3,1.58E-01,1.2989,0,1.00E+00,2.22,8,2.09E-03,1.7989,4,1.09E-01,1.2104,1,7.02E-01,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,0,1.00E+00,1.0881,0,1.00E+00,1.6014,1,7.98E-01,1.7557,3,2.58E-01,1.3133,3,1.46E-01,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,0,1.00E+00,1.498,2,4.41E-01,1.3458,2,3.89E-01,1.2779,2,3.65E-01,1.4207,3,1.72E-01,1.1131,0,1.00E+00,1.2534,0,1.00E+00
YJR009C,TDH2,10,456530,455532,5.8774,4,8.38E-01,4.4934,3,8.26E-01,11.745,2,1.00E+00,4.9456,0,1.00E+00,5.9924,0,1.00E+00,6.0146,1,9.98E-01,4.7619,1,9.91E-01,4.2876,1,9.86E-01,3.6897,2,8.83E-01,11.9803,21,1.14E-02,8.1904,9,4.34E-01,2.894,3,5.53E-01,2.8294,1,9.41E-01,1.7482,0,1.00E+00,2.7344,0,1.00E+00,1.7928,2,5.35E-01,6.413,8,3.15E-01,7.801,11,1.65E-01,3.8198,2,8.94E-01,2.6869,1,9.32E-01,2.8787,3,5.49E-01,3.0439,2,8.07E-01,5.4817,6,4.68E-01,4.1121,5,3.93E-01,3.5008,2,8.64E-01,4.7865,10,2.47E-02,2.0176,1,8.67E-01,3.2808,0,1.00E+00
YJR010W,MET3,10,458088,459623,5.8774,4,8.38E-01,4.4934,5,4.67E-01,11.745,4,9.97E-01,4.9456,0,1.00E+00,5.9924,0,1.00E+00,6.0146,1,9.98E-01,4.7619,1,9.91E-01,4.2876,1,9.86E-01,3.6897,1,9.75E-01,11.9803,25,6.70E-04,8.1904,7,7.09E-01,2.894,3,5.53E-01,2.8294,0,1.00E+00,1.7482,0,1.00E+00,2.7344,0,1.00E+00,1.7928,0,1.00E+00,6.413,5,7.66E-01,7.801,8,5.19E-01,3.8198,3,7.34E-01,2.6869,2,7.49E-01,2.8787,3,5.49E-01,3.0439,0,1.00E+00,5.4817,4,7.96E-01,4.1121,4,5.88E-01,3.5008,0,1.00E+00,4.7865,8,1.12E-01,2.0176,2,5.99E-01,3.2808,0,1.00E+00
YJR010C-A,SPC1,10,460211,459927,1.5419,0,1.00E+00,1.3882,0,1.00E+00,2.1939,0,1.00E+00,1.4384,0,1.00E+00,1.5547,1,7.89E-01,1.5572,0,1.00E+00,1.418,0,1.00E+00,1.3653,0,1.00E+00,1.2989,0,1.00E+00,2.22,3,3.83E-01,1.7989,1,8.35E-01,1.2104,0,1.00E+00,1.2033,0,1.00E+00,1.0831,0,1.00E+00,1.1927,1,6.97E-01,1.0881,0,1.00E+00,1.6014,0,1.00E+00,1.7557,2,5.24E-01,1.3133,0,1.00E+00,1.1874,0,1.00E+00,1.2087,0,1.00E+00,1.2271,1,7.07E-01,1.498,0,1.00E+00,1.3458,0,1.00E+00,1.2779,0,1.00E+00,1.4207,1,7.58E-01,1.1131,0,1.00E+00,1.2534,1,7.14E-01
YJR011C,YJR011C,10,461276,460491,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01
YJR012C,YJR012C,10,462268,461645,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00
YJR013W,GPI14,10,462232,463443,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,3,8.03E-02,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01
YJR014W,TMA22,10,463679,464275,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,6,5.94E-04,1,4,1.90E-02,1,3,8.03E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,4,1.90E-02,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00
YJR015W,YJR015W,10,464571,466103,2.6258,2,7.38E-01,2.1645,0,1.00E+00,4.5817,1,9.90E-01,2.3152,0,1.00E+00,2.6641,2,7.45E-01,2.6715,0,1.00E+00,2.254,0,1.00E+00,2.0959,1,8.77E-01,1.8966,3,2.95E-01,4.6601,11,8.51E-03,3.3968,5,2.55E-01,1.6313,3,2.25E-01,1.6098,0,1.00E+00,1.2494,0,1.00E+00,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,3,5.32E-01,3.267,2,8.37E-01,1.9399,3,3.07E-01,1.5623,0,1.00E+00,1.6262,2,4.84E-01,1.6813,6,7.60E-03,2.4939,3,4.55E-01,2.0374,4,1.50E-01,1.8336,2,5.47E-01,2.2622,1,8.96E-01,1.3392,1,7.38E-01,1.7603,1,8.28E-01
YJR016C,ILV3,10,468058,466301,3.7097,0,1.00E+00,2.9408,1,9.47E-01,6.9694,0,1.00E+00,3.192,0,1.00E+00,3.7736,0,1.00E+00,3.7859,1,9.77E-01,3.09,1,9.55E-01,2.8264,0,1.00E+00,2.4943,2,7.12E-01,7.1002,6,7.12E-01,4.9947,4,7.34E-01,2.0522,1,8.72E-01,2.0163,0,1.00E+00,1.4157,2,4.14E-01,1.9636,0,1.00E+00,1.4404,0,1.00E+00,4.0072,5,3.73E-01,4.7783,3,8.55E-01,2.5666,2,7.26E-01,1.9372,2,5.77E-01,2.0437,0,1.00E+00,2.1355,2,6.29E-01,3.4898,2,8.63E-01,2.729,0,1.00E+00,2.3894,0,1.00E+00,3.1036,1,9.55E-01,1.5653,2,4.64E-01,2.2671,1,8.96E-01
YJR017C,ESS1,10,468883,468371,2.0839,1,8.76E-01,1.7763,1,8.31E-01,3.3878,1,9.66E-01,1.8768,1,8.47E-01,2.1094,0,1.00E+00,2.1144,1,8.79E-01,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,1,7.98E-01,3.4401,5,2.63E-01,2.5979,2,7.32E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,1,8.90E-01,2.5113,4,2.45E-01,1.6266,1,8.03E-01,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,0,1.00E+00,1.6916,1,8.16E-01,1.5557,1,7.89E-01,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YJR018W,YJR018W,10,468636,468998,2.6258,0,1.00E+00,2.1645,0,1.00E+00,4.5817,0,1.00E+00,2.3152,0,1.00E+00,2.6641,0,1.00E+00,2.6715,1,9.31E-01,2.254,1,8.95E-01,2.0959,0,1.00E+00,1.8966,1,8.50E-01,4.6601,2,9.46E-01,3.3968,2,8.53E-01,1.6313,1,8.04E-01,1.6098,0,1.00E+00,1.2494,2,3.55E-01,1.5781,0,1.00E+00,1.2643,0,1.00E+00,2.8043,4,3.09E-01,3.267,0,1.00E+00,1.9399,1,8.56E-01,1.5623,2,4.63E-01,1.6262,0,1.00E+00,1.6813,2,5.01E-01,2.4939,2,7.11E-01,2.0374,0,1.00E+00,1.8336,0,1.00E+00,2.2622,1,8.96E-01,1.3392,2,3.87E-01,1.7603,1,8.28E-01
YJR019C,TES1,10,470131,469082,3.1677,0,1.00E+00,2.5526,1,9.22E-01,5.7755,1,9.97E-01,2.7536,0,1.00E+00,3.2189,0,1.00E+00,3.2287,2,8.33E-01,2.672,0,1.00E+00,2.4611,0,1.00E+00,2.1954,1,8.89E-01,5.8801,10,7.59E-02,4.1957,1,9.85E-01,1.8418,0,1.00E+00,1.8131,0,1.00E+00,1.3325,0,1.00E+00,1.7708,0,1.00E+00,1.3524,0,1.00E+00,3.4058,1,9.67E-01,4.0227,1,9.82E-01,2.2532,2,6.58E-01,1.7497,0,1.00E+00,1.835,0,1.00E+00,1.9084,1,8.52E-01,2.9919,0,1.00E+00,2.3832,0,1.00E+00,2.1115,0,1.00E+00,2.6829,2,7.48E-01,1.4523,1,7.66E-01,2.0137,2,5.98E-01
YJR020W,YJR020W,10,469851,470183,2.0839,1,8.76E-01,1.7763,1,8.31E-01,3.3878,0,1.00E+00,1.8768,1,8.47E-01,2.1094,0,1.00E+00,2.1144,1,8.79E-01,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,1,7.98E-01,3.4401,4,4.50E-01,2.5979,2,7.32E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,1,8.90E-01,2.5113,4,2.45E-01,1.6266,1,8.03E-01,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,0,1.00E+00,1.6916,0,1.00E+00,1.5557,1,7.89E-01,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YJR021C,REC107,10,471429,470405,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,3,8.03E-02,1,4,1.90E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,1,6.32E-01,1,0,1.00E+00,1,1,6.32E-01
YJR022W,LSM8,10,471634,471963,2.0839,0,1.00E+00,1.7763,1,8.31E-01,3.3878,1,9.66E-01,1.8768,0,1.00E+00,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,0,1.00E+00,3.4401,7,6.08E-02,2.5979,3,4.81E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,0,1.00E+00,2.5113,1,9.19E-01,1.6266,1,8.03E-01,1.3749,0,1.00E+00,1.4175,1,7.58E-01,1.4542,0,1.00E+00,1.9959,0,1.00E+00,1.6916,0,1.00E+00,1.5557,0,1.00E+00,1.8414,0,1.00E+00,1.2261,0,1.00E+00,1.5068,0,1.00E+00
YJR023C,YJR023C,10,472052,471654,2.0839,1,8.76E-01,1.7763,0,1.00E+00,3.3878,0,1.00E+00,1.8768,1,8.47E-01,2.1094,0,1.00E+00,2.1144,0,1.00E+00,1.836,0,1.00E+00,1.7306,0,1.00E+00,1.5977,1,7.98E-01,3.4401,3,6.68E-01,2.5979,4,2.64E-01,1.4209,0,1.00E+00,1.4065,0,1.00E+00,1.1663,0,1.00E+00,1.3854,0,1.00E+00,1.1762,0,1.00E+00,2.2029,0,1.00E+00,2.5113,0,1.00E+00,1.6266,2,4.84E-01,1.3749,0,1.00E+00,1.4175,0,1.00E+00,1.4542,0,1.00E+00,1.9959,2,5.93E-01,1.6916,0,1.00E+00,1.5557,2,4.61E-01,1.8414,1,8.41E-01,1.2261,2,3.47E-01,1.5068,1,7.78E-01
YJR024C,YJR024C,10,472811,472077,5.8774,3,9.32E-01,4.4934,1,9.89E-01,11.745,0,1.00E+00,4.9456,1,9.93E-01,5.9924,1,9.98E-01,6.0146,1,9.98E-01,4.7619,0,1.00E+00,4.2876,1,9.86E-01,3.6897,1,9.75E-01,11.9803,10,7.56E-01,8.1904,8,5.73E-01,2.894,1,9.45E-01,2.8294,0,1.00E+00,1.7482,0,1.00E+00,2.7344,0,1.00E+00,1.7928,0,1.00E+00,6.413,1,9.98E-01,7.801,5,8.88E-01,3.8198,1,9.78E-01,2.6869,3,5.03E-01,2.8787,2,7.82E-01,3.0439,0,1.00E+00,5.4817,2,9.73E-01,4.1121,4,5.88E-01,3.5008,0,1.00E+00,4.7865,1,9.92E-01,2.0176,2,5.99E-01,3.2808,3,6.37E-01
YJR025C,BNA1,10,473518,472985,4.2516,3,7.97E-01,3.3289,1,9.64E-01,8.1633,0,1.00E+00,3.6304,0,1.00E+00,4.3283,1,9.87E-01,4.3431,1,9.87E-01,3.508,0,1.00E+00,3.1917,2,8.28E-01,2.7932,0,1.00E+00,8.3202,7,7.24E-01,5.7936,6,5.21E-01,2.2627,1,8.96E-01,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,1,9.90E-01,5.534,6,4.77E-01,2.8799,1,9.44E-01,2.1246,3,3.57E-01,2.2525,0,1.00E+00,2.3626,0,1.00E+00,3.9878,0,1.00E+00,3.0748,4,3.70E-01,2.6672,0,1.00E+00,3.5243,1,9.71E-01,1.6784,0,1.00E+00,2.5205,4,2.47E-01
YJR026W,YJR026W,10,474606,475928,4.2516,3,7.97E-01,3.3289,1,9.64E-01,8.1633,0,1.00E+00,3.6304,0,1.00E+00,4.3283,1,9.87E-01,4.3431,1,9.87E-01,3.508,0,1.00E+00,3.1917,2,8.28E-01,2.7932,0,1.00E+00,8.3202,7,7.24E-01,5.7936,7,3.61E-01,2.2627,1,8.96E-01,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,1,9.90E-01,5.534,6,4.77E-01,2.8799,1,9.44E-01,2.1246,3,3.57E-01,2.2525,0,1.00E+00,2.3626,0,1.00E+00,3.9878,0,1.00E+00,3.0748,4,3.70E-01,2.6672,0,1.00E+00,3.5243,1,9.71E-01,1.6784,0,1.00E+00,2.5205,4,2.47E-01
YJR030C,YJR030C,10,482537,480300,1,1,6.32E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,1,6.32E-01,1,2,2.64E-01,1,1,6.32E-01,1,4,1.90E-02,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,2,2.64E-01,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,0,1.00E+00,1,1,6.32E-01,1,0,1.00E+00,1,4,1.90E-02,1,0,1.00E+00,1,0,1.00E+00
YJR031C,GEA1,10,487153,482927,4.2516,1,9.86E-01,3.3289,1,9.64E-01,8.1633,0,1.00E+00,3.6304,0,1.00E+00,4.3283,0,1.00E+00,4.3431,0,1.00E+00,3.508,1,9.70E-01,3.1917,0,1.00E+00,2.7932,1,9.39E-01,8.3202,0,1.00E+00,5.7936,0,1.00E+00,2.2627,1,8.96E-01,2.2196,0,1.00E+00,1.4988,0,1.00E+00,2.1563,0,1.00E+00,1.5285,0,1.00E+00,4.6087,0,1.00E+00,5.534,0,1.00E+00,2.8799,1,9.44E-01,2.1246,1,8.81E-01,2.2525,2,6.58E-01,2.3626,0,1.00E+00,3.9878,0,1.00E+00,3.0748,0,1.00E+00,2.6672,0,1.00E+00,3.5243,0,1.00E+00,1.6784,0,1.00E+00,2.5205,0,1.00E+00
