ORF,name,chr,start,end,exp_0min,exp_7min,exp_15min,exp_22min,exp_30min,exp_45min,exp_60min
YDL108W,KIN28,4,267201,267697,0,0.044414,-0.04408,-0.15275,-0.128842,-0.233752,-0.280861
YDL114W,,4,254717,255603,0,0.517859,-0.020198,-0.002626,-0.557399,-0.911954,-1.368491
YDR164C,SEC1,4,784211,784866,0,-0.138522,-0.042952,0.036897,0.08626,-0.012512,-0.13902
YDR170C,SEC7,4,802218,803190,0,-0.537471,-0.384757,-0.120159,0.045221,0.010607,0.194819
YDR186C,,4,835488,836416,0,0.275734,0.457595,0.451743,0.596633,0.423477,0.336004
YDR192C,NUP42,4,844857,845856,0,0.243114,0.471678,0.566519,0.272574,0.108615,0.107944
YDR210W,,4,870558,871068,0,-0.129895,-0.637762,-1.031076,-1.155642,-0.814873,-0.550875
YDR212W,TCP1,4,886860,887226,0,-0.709465,-0.373305,-0.036665,0.260854,0.002058,-0.212866
YDR236C,FMN1,4,935887,936609,0,-0.091342,0.03608,0.215496,0.419184,-0.041414,-0.101567
YDR531W,,4,1497758,1498221,0,0.017864,-0.035512,0.010159,0.000809,-0.789275,-0.207344
YEL016C,NPP2,5,126219,126629,0,0.073129,0.065419,-0.182195,-0.361542,-0.047078,0.134262
YEL032W,MCM3,5,86149,86936,0,0.392178,0.157812,0.114044,-0.172846,-0.048524,-0.119168
YEL038W,UTR4,5,79977,80419,0,0.16312,0.492695,0.746683,0.531991,-0.050599,-0.198682
YEL056W,HAT2,5,46168,47167,0,-0.050916,0.303997,0.182552,0.015483,-0.18677,-0.222846
YEL061C,CIN8,5,39538,40046,0,-0.968736,-1.374226,-1.48867,-1.338132,-0.149759,0.162772
YFR009W,GCN20,6,161482,162481,0,-0.048182,0.002904,-0.144161,-0.124517,-0.13557,-0.278761
YFR015C,GSY1,6,176384,177034,0,1.326396,2.280457,0.519828,-0.264816,-0.061657,0.366208
YFR031C-A,RPL2A,6,221407,222078,0,0.033276,-1.029282,-1.49857,-1.066911,0.020987,0.275971
YFR036W,CDC26,6,226453,226949,0,0.106604,-0.028744,0.143798,0.000585,-0.127608,-0.043885
YGL003C,CDH1,7,494179,494521,0,0.535171,0.420323,0.184255,0.286466,0.217691,0.362646
YGL021W,ALK1,7,454565,454789,0,-1.123787,-1.445388,-0.724192,-0.626976,0.580688,0.847784
YGL027C,CWH41,7,446149,446417,0,-0.483096,-0.486206,-0.192935,-0.098739,0.005027,0.11471
YGR065C,VHT1,7,619863,620862,0,0.245036,-0.390426,0.087333,0.072048,-0.112118,0.021469
YGR071C,,7,634068,634308,0,-0.15083,-0.136808,0.08203,0.006562,0.17262,0.13102
YGR089W,NNF2,7,656326,656963,0,-0.373818,-0.53528,-0.369066,-0.245379,-0.093607,-0.083746
YGR095C,RRP46,7,676347,676625,0,-0.966954,-1.115563,-1.029206,-0.857886,-0.775795,-0.878254
YGR111W,,7,715050,715831,0,0.799793,1.525492,1.259508,1.097856,0.671306,0.002081
YGR117C,,7,726484,726978,0,0.486047,0.341198,0.342561,0.633062,0.500124,-0.000382
YGR134W,CAF130,7,757452,757774,0,0.364459,0.176727,0.038919,-0.091334,0.114623,0.145053
YGR140W,CBF2,7,766434,767433,0,-1.488627,-2.100119,-1.928419,-1.808478,-0.443734,-0.045914
YHR087W,,8,280393,280820,0,3.953105,4.990442,4.703716,4.588127,3.674711,3.202365
YHR111W,UBA4,8,332922,333073,0,0.037103,0.170147,0.13305,-0.083251,-0.219378,-0.200518
YHR117W,TOM71,8,342122,342350,0,-0.648101,-0.450103,-0.132835,-0.120665,-0.020211,-0.129046
YHR134W,WSS1,8,371599,371750,0,0.205036,0.137521,0.094556,-0.030655,-0.348415,-0.350878
YHR156C,LIN1,8,412409,412909,0,-0.596461,-0.600614,-0.631892,-0.82111,-0.653074,-0.40998
YHR162W,,8,422288,423073,0,0.654793,0.663313,0.213447,-0.073849,0.164192,0.320885
YJL047C,RTT101,10,352025,352176,0,-0.288306,0.127989,0.220199,0.031106,-0.257342,-0.158
YJL053W,PEP8,10,335617,335813,0,0.462821,0.972745,0.812156,0.544502,-0.030402,-0.142214
YJL071W,ARG2,10,305778,306047,0,-0.536054,-0.219989,0.022955,-0.005301,0.054876,0.042145
YJL077C,ICS3,10,294978,295161,0,0.222406,0.290926,0.466283,0.532303,0.870431,0.43052
YJL095W,BCK1,10,246892,247170,0,-0.415009,-0.344794,-0.011714,0.072327,0.190034,0.196345
YJL101C,GSH1,10,236274,237180,0,-0.239043,0.062296,0.344724,0.211755,0.045034,-0.066675
YKL018W,SWD2,11,403522,403744,0,0.27471,-0.866313,-1.086298,-2.736867,-2.409709,-1.506916
YKL024C,URA6,11,392784,393364,0,1.170208,1.339835,1.352937,0.606031,-0.174162,-0.219894
YKL041W,VPS24,11,359211,359786,0,0.035913,0.416437,0.522803,0.373476,0.185148,-0.006926
YKL047W,,11,348781,349107,0,1.226028,1.345173,1.171142,0.888646,0.648663,0.428882
YKL064W,MNR2,11,316702,317408,0,0.676053,-0.672062,-1.299616,-3.102216,-2.691557,-1.871565
YKL070W,,11,305529,305855,0,0.356942,-0.410372,-0.613021,-2.247204,-1.745612,-1.467613
YKL088W,,11,274688,274927,0,0.223295,-0.785821,-1.019538,-2.657537,-2.229915,-1.66066
YKL094W,YJU3,11,262758,262993,0,0.867811,1.195968,0.97753,0.642798,0.147668,0.106254
YLL066C,,12,9837,10836,0,0.646576,0.797017,0.875835,0.74415,0.906709,0.929251
YLR005W,SSL1,12,159504,160047,0,0.262474,0.655709,0.595922,0.440316,0.348376,0.445282
YLR023C,IZH3,12,187129,187664,0,0.633643,0.529684,0.433057,0.290047,0.19196,0.1073
YLR029C,RPL15A,12,202592,203291,0,0.139443,-0.718469,-1.152326,-0.89397,-0.185893,0.117993
YLR046C,,12,238815,239348,0,0.361634,0.542429,0.460531,0.278267,0.248498,0.036933
YLR052W,IES3,12,246978,247201,0,-0.248662,-0.253272,-0.133652,-0.333356,-0.394745,-0.200432
YLR070C,XYL2,12,275213,275379,0,0.571842,1.773315,2.019263,1.76899,1.299004,0.697063
YLR380W,CSR1,12,877282,878281,0,-0.508727,-0.37352,-0.375083,-0.299583,-0.142102,0.084157
YLR398C,SKI2,12,919020,919536,0,-0.141582,0.245262,0.412331,0.395998,0.165815,0.026557
YLR404W,,12,927741,928740,0,-0.45344,-0.439449,-0.680863,-0.865897,-0.359047,-0.721083
YLR420W,URA4,12,962781,963780,0,-0.610355,-0.843623,-1.077833,-0.703957,-0.4102,-0.409782
YLR426W,,12,986813,987057,0,0.235694,0.353986,0.370989,0.159514,0.137077,-0.02671
YLR443W,ECM7,12,1022247,1022620,0,-0.317374,-0.32003,-0.139586,-0.056973,0.103369,0.020353
YLR449W,FPR4,12,1029829,1030828,0,-0.523257,-1.405121,-2.148608,-2.088715,-1.044754,-0.895621
YMR137C,PSO2,13,544963,545154,0,0.234461,0.441269,0.387109,0.305185,0.283024,0.327916
YMR143W,RPS16A,13,551206,551926,0,-0.138038,-1.197367,-1.419896,-0.732387,0.156501,0.337932
YMR164C,MSS11,13,589550,590039,0,0.400811,0.533142,0.371931,0.002753,0.054174,0.103735
YMR180C,CTL1,13,623213,623615,0,0.5054,0.757708,0.62479,0.508542,0.384049,0.049256
YMR186W,HSC82,13,631969,632353,0,1.346563,0.933865,1.26886,1.419333,1.112628,0.449061
YMR202W,ERG2,13,667043,667535,0,-0.569112,-0.967238,-0.956197,-0.87703,-0.569822,-0.281726
YMR208W,ERG12,13,683563,684465,0,-0.528909,-0.373006,-0.159179,-0.138243,-0.178711,-0.258211
YNL181W,,14,297627,298334,0,-0.332756,-0.17972,-0.04504,0.053495,0.15626,-0.010792
YNL187W,,14,287608,287993,0,-0.070502,-0.199673,-0.048208,-0.008025,0.161097,0.128097
YNL211C,,14,250315,250930,0,-0.429971,-0.354213,-0.32412,-0.540362,-0.386351,-0.468904
YNL229C,URE2,14,220201,220658,0,-0.341436,-0.223079,-0.031008,-0.004648,-0.023337,-0.277444
YNL253W,TEX1,14,169247,170016,0,0.422658,0.339076,0.35856,0.269522,0.06807,-0.002286
YNL259C,ATX1,14,157865,158108,0,-0.077299,-0.430457,-0.242992,-0.020879,0.052016,0.278422
YOL142W,RRP40,15,55102,55555,0,0.230769,-0.423103,-0.531928,-0.556991,-0.156567,0.010659
YOL148C,SPT20,15,47573,47931,0,0.144382,0.301097,0.159405,0.038613,-0.041852,-0.091701
YOR006C,,15,338622,338938,0,-0.148299,-0.654423,-0.959325,-1.037538,-0.504026,-0.357524
YOR023C,AHC1,15,377712,378218,0,0.754903,0.902767,0.927428,0.746016,0.171339,0.049785
YOR047C,STD1,15,417682,418630,0,0.059613,-0.167218,-0.090282,-0.308545,-0.115386,-0.111152
YOR351C,MEK1,15,996507,997208,0,0.514911,-0.332589,0.044111,-0.652967,-0.586185,-1.250978
YOR357C,SNX3,15,1009709,1010157,0,0.233294,0.066234,-0.10393,-0.05893,0.126696,0.033381
YOR375C,GDH1,15,1043039,1044038,0,0.141876,0.109361,-0.42906,-0.620691,-0.898192,-0.175931
YOR381W,FRE3,15,1054541,1055540,0,0.036029,-0.356996,-0.482864,-0.586828,-0.27291,-0.211132
YPL005W,AEP3,16,548140,548482,0,0.42221,0.718355,0.761554,0.595071,0.441621,0.260046
YPL011C,TAF3,16,534701,535015,0,-0.076625,-0.08326,-0.091839,-0.314649,-0.303943,-0.17354
YPL029W,SUV3,16,495244,495503,0,-0.512158,-0.369158,-0.062017,-0.123607,-0.082247,-0.033866
YPR052C,NHP6A,16,665972,666277,0,-0.605288,-0.590605,-0.557961,-0.571015,-0.119978,0.054136
YPR058W,YMC1,16,673493,673747,0,-0.829217,-1.434905,-1.581812,-1.583947,-0.941904,-0.37694
YPR082C,DIB1,16,704655,704852,0,-0.608312,-0.760736,-0.563998,-0.64642,-0.452785,-0.151846
YPR100W,MRPL51,16,729526,729788,0,-0.223832,0.226609,0.299576,0.386014,0.18333,-0.053813
YPR106W,ISR1,16,739567,740058,0,0.755043,0.395635,0.471229,0.049212,0.312877,0.381911
YPR124W,CTR1,16,785667,786203,0,-0.96641,-1.202732,-0.92276,-1.246595,-1.316562,-0.984089
YDR320C-A,DAD4,4,1108494,1108697,0,-0.819125,-0.40109,-0.274727,-0.217046,-0.10933,-0.139543
YER074W-A,YOS1,5,307192,307648,0,0.284941,0.318939,0.263238,0.307282,0.127152,-0.132813
YOR343W-B,,15,969573,970572,0,-0.038086,-0.029678,-0.128812,-0.232006,-0.322847,-0.307201
YBL076C,ILS1,2,84260,84497,0,-0.839775,-1.400038,-1.527949,-1.038498,-0.231686,-0.071685
YBL093C,ROX3,2,44916,45915,0,0.036877,-0.214084,-0.327477,-0.120649,-0.155075,-0.284115
YBL099W,ATP1,2,36050,37049,0,0.39825,0.758169,0.855306,0.985194,0.892743,0.576445
YBR002C,RER2,2,242571,242811,0,-0.424035,-0.676788,-0.766986,-0.694413,-0.417256,-0.264549
YBR008C,FLR1,2,254211,255210,0,0.225664,0.025813,-0.054625,0.033421,0.692888,0.464584
YBR024W,SCO2,2,288445,289444,0,0.257912,1.165674,1.049711,0.881109,0.3283,0.229249
YBR030W,,2,297742,298291,0,-0.690572,-0.99527,-1.136219,-0.836128,-0.306407,0.03355
YCL034W,LSB5,3,61173,61657,0,0.700133,1.166548,0.744169,0.670069,0.479719,-0.033093
YCL040W,GLK1,3,50221,50837,0,2.473132,3.448032,3.253183,3.289325,2.251458,1.356471
YCL059C,KRR1,3,23380,23527,0,-1.145031,-2.299945,-3.974153,-3.694137,-1.657038,-0.736595
YCL067C,HMLALPHA2,3,13019,13282,0,0.536483,0.731477,0.33222,0.280153,0.301215,-0.017461
YCR012W,PGK1,3,136870,137742,0,0.847856,0.671891,0.989011,1.437311,1.541477,0.942714
YCR018C,SRD1,3,148901,149900,0,0.139283,-0.32633,-0.442172,-0.394095,-1.602617,-1.293492
YCR032W,BPH1,3,178515,179514,0,-0.186797,0.386831,0.792908,0.91381,0.31482,-0.194968
YCR038C,BUD5,3,199545,200437,0,-0.032061,0.189221,-0.051655,0.221339,0.247783,0.135466
YDL238C,GUD1,4,30455,30657,0,0.224141,0.700656,0.697158,-0.060392,-0.936005,-0.9753
YDL244W,THI13,4,15204,16203,0,-0.228503,-0.495513,-0.451974,-1.323127,-1.610933,-1.017322
YDR014W,RAD61,4,473780,474042,0,-0.117729,-0.170477,-0.418586,-1.416876,-1.628775,-0.95057
YDR020C,,4,486441,486800,0,-0.825747,-1.153267,-1.200343,-1.429502,-1.059559,-0.781854
YDR034W-B,,4,520688,521309,0,2.833655,4.438787,4.019269,3.916418,3.184486,2.138678
YDR040C,ENA1,4,538464,539463,0,2.338455,1.675746,1.046679,-0.079031,-1.356314,-0.261046
YDR058C,TGL2,4,568701,569231,0,0.779049,0.779339,0.767693,-0.110322,-1.259676,-0.8137
YDR064W,RPS13,4,579109,579454,0,0.09045,-0.830029,-1.289132,-0.766653,0.189919,0.441958
YDR361C,BCP1,4,1196254,1196669,0,-0.547943,-1.352069,-1.9563,-1.89275,-0.910213,-0.585873
YDR376W,ARH1,4,1226526,1226811,0,-0.009924,0.135342,0.085619,0.251857,0.22542,-0.020438
YDR382W,RPP2B,4,1238840,1239481,0,0.271463,-0.482195,-1.250805,-1.177228,-0.13194,0.225229
YDR400W,URH1,4,1270723,1271052,0,-0.585945,-0.518951,-0.366996,-0.226066,-0.105129,0.066062
YDR406W,PDR15,4,1278427,1279199,0,0.930207,1.806153,1.049282,0.307426,0.000629,0.003048
YDR424C,DYN2,4,1319832,1320054,0,-0.374163,-0.371763,-0.511606,-0.262364,0.048271,0.0577
YDR430C,CYM1,4,1328461,1328773,0,0.367487,0.731428,0.709926,1.155185,0.349252,0.025126
YER127W,LCP5,5,414175,414476,0,-1.933638,-2.549712,-2.005833,-1.424416,-1.012212,-0.576564
YER143W,DDI1,5,456031,456313,0,0.571621,1.115738,1.111907,0.997778,0.110512,-0.470601
YER149C,PEA2,5,467466,468365,0,0.794739,0.66057,0.065584,-0.098558,0.169774,-0.046598
YER166W,DNF1,5,512101,512738,0,-0.77523,-0.229223,-0.15603,-0.046624,0.047191,0.052836
YER172C,BRR2,5,536017,536295,0,-0.508939,-0.309799,-0.193068,-0.159737,-0.034143,0.045534
YGL153W,PEX14,7,216101,216277,0,-0.108439,0.367983,0.135487,0.277198,-0.037818,-0.273055
YGL159W,,7,202279,202726,0,-0.23138,-0.76466,-1.355552,-1.142524,-0.275914,-0.267522
YGL183C,MND1,7,157292,157912,0,1.039185,0.678647,0.687364,0.628681,-0.942624,-1.201281
YGL201C,MCM6,7,120912,121911,0,-0.219898,-0.098449,0.10522,0.012137,-0.090001,-0.165035
YGL207W,SPT16,7,98589,98972,0,-0.17443,-0.018791,0.109861,0.163403,0.206686,-0.167229
YGL225W,VRG4,7,75893,76892,0,-0.358955,-0.987891,-1.210895,-1.180321,-0.291196,-0.098213
YGL230C,,7,64216,64503,0,0.726315,0.762409,0.53764,0.960137,-0.50924,-0.273623
YGR262C,BUD32,7,1017766,1017973,0,-0.507314,-0.551378,-0.685391,-0.544118,-0.470408,-0.34641
YGR268C,HUA1,7,1026660,1027376,0,0.445366,1.006558,0.691506,0.700189,0.165818,0.06121
YGR286C,BIO2,7,1064947,1065946,0,-0.71501,-0.899734,-1.007313,-0.910266,-0.803672,-0.238997
YGR292W,MAL12,7,1075819,1076604,0,-0.038521,0.407291,0.401282,0.69875,0.391853,0.72313
YHL012W,,8,78349,78930,0,-0.190504,-0.525018,-0.358102,-0.407093,0.263514,0.538648
YHL018W,,8,69544,69703,0,0.286086,0.297527,0.121038,-0.017758,0.000063,0.06284
YHL036W,MUP3,8,25506,26238,0,-1.128974,-0.589306,-0.763865,-0.82306,-1.335379,-1.912149
YHL042W,,8,15411,15664,0,-0.337747,0.536412,0.53607,0.535093,0.646913,0.226433
YIL064W,,9,241772,241939,0,-1.313083,-2.162403,-2.791115,-2.318621,-1.494621,-1.342706
YIL070C,MAM33,9,231070,231550,0,-0.544832,-0.006668,0.415284,0.680034,0.372653,0.141464
YIL088C,AVT7,9,199401,199643,0,-0.14146,0.470015,0.572126,0.555829,0.370555,0.046906
YIL094C,LYS12,9,187630,187987,0,-0.751838,-1.097685,-1.200381,-0.695673,0.240446,0.402312
YIL112W,HOS4,9,151185,151591,0,0.123547,0.398412,0.236979,0.176637,0.23925,0.067517
YIL118W,RHO3,9,138749,139748,0,-0.325553,-0.398019,-0.66927,-0.608715,-0.238657,-0.135186
YIL136W,OM45,9,92788,93618,0,2.372024,3.794687,3.468361,3.598014,2.595821,1.716437
YIL142W,CCT2,9,83041,83301,0,-0.477821,-0.286219,-0.275637,-0.053296,-0.158583,-0.428198
YJR003C,,10,442528,442823,0,-0.733564,-1.626918,-1.930628,-1.492731,-1.031531,-1.002293
YJR009C,TDH2,10,454596,455595,0,0.561196,0.468779,0.484385,0.887425,1.044323,0.856922
YJR026W,,10,471674,472673,0,0.209225,0.154305,0.107865,0.41271,0.439923,0.124177
YJR032W,CPR7,10,490726,490994,0,-1.408862,-1.469256,-1.34327,-1.307196,-0.733139,-0.809058
YJR050W,ISY1,10,528390,528610,0,0.107553,0.486785,0.182098,-0.028963,0.065353,-0.128851
YJR056C,,10,542417,543416,0,0.111081,0.074438,-0.103588,-0.02347,-0.045614,-0.196638
YJR074W,MOG1,10,572849,573008,0,-0.511419,-0.302346,-0.102345,0.130759,0.334699,0.331985
YJR080C,,10,581531,581828,0,-0.063116,0.619098,0.681293,0.79941,0.509191,0.206428
YKL219W,COS9,11,13485,14484,0,-0.23142,0.305127,0.188095,0.069085,0.108796,0.089195
YKR018C,,11,475544,475859,0,-0.241629,0.592394,0.799453,1.069828,0.656833,0.018115
YKR024C,DBP7,11,487016,487413,0,-1.794652,-2.309634,-2.172568,-1.807715,-0.934871,-0.625953
YKR041W,,11,516840,517839,0,-0.464051,-1.065611,-0.672389,-0.146571,-0.775643,-0.698759
YKR065C,PAM17,11,565535,565755,0,-0.158703,0.236214,0.474587,0.573769,0.270675,0.088624
YKR071C,DRE2,11,575623,576077,0,-0.127594,-0.047095,-0.359777,-0.19369,-0.080835,-0.098621
YLR200W,YKE2,12,548771,549013,0,-0.853102,-1.123241,-0.903987,-0.973638,-0.984851,-0.796496
YLR206W,ENT2,12,553679,554579,0,0.464567,1.195595,1.04358,0.862365,0.249295,0.020438
YLR224W,,12,585492,586465,0,0.230464,0.221793,0.198558,0.223964,0.23046,0.12891
YLR228C,ECM22,12,602466,603465,0,-0.539743,-0.450918,-1.341618,-1.50432,-1.139582,-0.876149
YLR246W,ERF2,12,626932,627119,0,-0.362779,-0.070671,-0.434786,-0.753455,-0.379613,-0.345462
YLR268W,SEC22,12,679926,680201,0,-0.187683,-0.040433,-0.252016,-0.222154,-0.060359,0.150253
YLR274W,CDC46,12,691031,691556,0,-0.611055,-0.287425,-0.18825,-0.313651,-0.188804,-0.25478
YML100W,TSL1,13,70311,70623,0,2.246529,3.81895,3.275051,3.208643,2.432271,1.699167
YML104C,MDM1,13,62323,62582,0,-0.504897,-0.61897,-0.502402,-0.580731,0.214258,0.439609
YML121W,GTR1,13,25930,26929,0,-0.010868,0.18485,0.154717,0.282777,0.190443,-0.141915
YML127W,RSC9,13,16677,17064,0,1.171806,1.69119,1.368471,0.909712,0.446274,0.289916
YMR012W,CLU1,13,290133,291132,0,-0.945209,-0.641359,-0.080853,0.216748,0.37393,-0.141381
YMR018W,,13,309207,310206,0,0.492693,0.128454,-0.055231,0.411651,-1.070973,-1.091805
YMR035W,IMP2,13,340721,341140,0,0.350038,0.784075,0.545742,0.340088,-0.0881,-0.268574
YMR041C,ARA2,13,351973,352602,0,1.041108,1.409586,1.521021,1.315453,0.624375,0.291788
YNL002C,RLP7,14,627143,627456,0,-2.576673,-4.06158,-3.865114,-3.010578,-1.392134,-0.896186
YNL008C,ASI3,14,618220,618507,0,1.479414,1.050516,0.780426,0.752606,0.635936,0.461565
YNL026W,SAM50,14,581615,581918,0,-0.41996,0.114379,0.166243,0.135599,-0.197815,-0.340374
YNL032W,SIW14,14,573852,574504,0,-0.282959,-0.100392,-0.376666,-0.421441,-0.273017,-0.393121
YNL050C,,14,534982,535280,0,-0.211573,-0.514589,-0.633862,-0.679362,-0.469953,-0.333115
YNL054W-B,,14,518844,519454,0,0.2252,0.07112,0.079948,0.312485,0.549031,0.444584
YNL073W,MSK1,14,488123,488384,0,0.366093,0.85903,0.587409,0.535901,0.369474,0.207809
YNL079C,TPM1,14,479165,479767,0,0.429334,0.36485,0.112436,0.299761,0.580328,0.443708
YNR043W,MVD1,14,701659,701894,0,-0.896864,-1.33979,-1.456554,-1.281901,-0.952822,-0.7894
YNR049C,MSO1,14,713656,714048,0,0.47208,0.797299,0.577169,0.473684,0.180016,0.095724
YNR067C,DSE4,14,759098,760065,0,-2.140966,-1.374688,-0.459797,-0.518587,-0.269254,-0.397177
YNR073C,,14,776299,777298,0,0.217949,0.459042,0.496421,0.526714,-0.018154,-0.358868
YOL013W-A,,15,300067,301046,0,0.814642,-0.463927,-0.418095,-0.886345,-2.843093,-2.411836
YOL019W,,15,288572,288897,0,-1.240267,-1.61774,-1.551956,-0.944323,-0.298284,-0.01652
YOL043C,NTG2,15,249533,249823,0,0.125231,0.249592,0.084505,0.00585,0.087282,-0.073277
YOR177C,MPC54,15,667180,667860,0,0.671045,0.810332,0.410497,0.205075,0.278025,0.359496
YOR183W,FYV12,15,678793,678871,0,0.29592,-0.148947,-0.329346,-0.216137,1.397611,1.118264
YOR205C,,15,727235,727512,0,-0.492498,-0.767564,-0.285566,-0.087666,-0.090383,0.191991
YOR223W,,15,759253,759781,0,0.805818,1.27156,0.729229,0.584191,0.47907,0.32033
YOR229W,WTM2,15,767777,768408,0,-0.381014,-0.29001,-0.329358,-0.31507,-0.252766,-0.480593
YOR247W,SRL1,15,796793,797675,0,0.051796,-0.458144,-0.990532,-1.273295,-0.42417,0.121239
YOR253W,NAT5,15,804202,804375,0,-0.172319,-0.453136,-0.771491,-0.752336,-0.488173,-0.255598
YPL160W,CDC60,16,246219,246988,0,-0.4002,-0.917043,-1.119288,-0.761437,-0.081086,-0.134049
YPL166W,ATG29,16,237106,237336,0,0.536591,1.559681,1.249815,0.987292,0.586303,0.213262
YPL183W-A,,16,198094,199093,0,-0.515803,-0.019923,0.339136,0.325343,-0.062743,-0.169111
YPL189W,GUP2,16,188512,189152,0,-0.183991,-0.58292,-0.466563,-0.515498,0.854817,0.927236
YPL207W,TYW1,16,159592,159907,0,-1.654887,-2.137281,-2.353159,-1.863881,-0.380546,-0.321783
YPL213W,LEA1,16,150190,150612,0,0.203784,0.300552,-0.12629,-0.124742,-0.113876,-0.015083
YPL231W,FAS2,16,108147,108651,0,-0.157029,-0.532901,-0.864333,-0.493417,0.189976,0.330871
YPL237W,SUI3,16,100086,100495,0,-0.403876,-0.770204,-0.960157,-0.618417,-0.174367,-0.279371
YAR023C,,1,179819,180818,0,-0.026098,0.423471,0.09777,0.667831,-0.088435,-0.318547
YAR033W,MST28,1,187726,188100,0,0.207876,0.402697,0.056224,0.045382,-0.252865,-0.301717
YBL001C,ECM15,2,237470,238469,0,0.001307,0.126144,0.174188,-0.295449,0.376652,0.245392
YBL005W-B,,2,220403,221332,0,0.037026,-0.047481,-0.002209,0.381488,0.592013,0.346255
YBL023C,MCM2,2,177530,177877,0,-0.743722,-0.317182,-0.268371,0.07974,0.264769,0.375206
YBL029W,,2,165137,166136,0,-1.026066,-0.449162,-0.710453,-0.353493,-0.110999,-0.305685
YBL047C,EDE1,2,132044,132427,0,0.152594,0.976022,1.018463,1.029418,0.715603,0.128105
YBR237W,PRP5,2,691688,691963,0,0.706861,0.504285,0.430015,-0.707208,-1.310865,-1.066763
YBR243C,ALG7,2,706789,707523,0,-0.099984,-0.805165,-0.84797,-2.249509,-2.225337,-1.34032
YBR261C,,2,735526,735715,0,-0.483678,-0.650966,-0.796986,-1.206691,-1.494172,-0.977053
YBR267W,REI1,2,739539,739835,0,-1.983748,-2.674914,-2.131104,-2.531546,-1.910728,-1.257031
YBR285W,,2,773628,773917,0,1.606273,3.146933,2.73188,1.972464,-0.199717,-0.343562
YBR291C,CTP1,2,784569,785568,0,0.166196,-0.388373,-0.459189,-0.814705,-0.70113,-0.350569
YCL014W,BUD3,3,95762,96279,0,-0.432191,-0.606492,-0.795617,-1.498537,-1.182851,-0.570226
YDL142C,CRD1,4,202572,203040,0,0.622753,1.000119,0.695219,-0.512364,-1.167343,-0.828203
YDL148C,NOP14,4,190588,190925,0,-1.318854,-2.435452,-3.037471,-3.074341,-1.924608,-1.164032
YDL166C,FAP7,4,164044,164291,0,-1.537498,-1.90508,-1.866488,-1.851144,-1.623023,-1.100235
YDL190C,UFD2,4,121594,122217,0,0.452666,0.573776,0.296813,0.102503,-0.883865,-0.556895
YDL214C,PRR2,4,76547,77290,0,3.649147,2.034166,1.135116,-0.557279,-1.287065,-1.097297
YDL220C,CDC13,4,65020,65243,0,0.347181,-0.153274,-0.024515,-1.16083,-1.763142,-1.175032
YDR262W,,4,992343,993127,0,1.023475,1.380239,1.015443,0.780452,0.635538,0.191273
YDR268W,MSW1,4,1003496,1003997,0,-0.457893,-0.115312,-0.000938,-0.061683,-0.247555,-0.193838
YDR286C,,4,1035570,1035989,0,0.11678,0.550027,0.689703,0.503405,0.344188,-0.017373
YDR292C,SRP101,4,1045006,1045634,0,-0.86475,-0.466442,-0.511399,-0.429701,-0.435474,-0.308523
YDR310C,SUM1,4,1084311,1085060,0,-0.591661,-0.466865,-0.405963,-0.213165,0.111594,-0.069966
YDR316W,OMS1,4,1093581,1093757,0,-0.520747,-0.081286,-0.064422,0.083938,0.004044,-0.151642
YDR331W,GPI8,4,1129367,1129580,0,-0.561669,-0.303439,-0.462068,-0.532342,-0.210068,-0.03454
YDR337W,MRPS28,4,1146028,1146310,0,-0.493354,0.057607,0.019793,0.170436,-0.04551,-0.169254
YER011W,TIR1,5,174247,175246,0,-0.09537,0.145722,-0.575638,-0.903298,-1.50429,-1.301092
YER017C,AFG3,5,191788,191958,0,0.135981,0.134147,-0.241409,0.01124,-0.140639,-0.442062
YER034W,,5,221286,221844,0,0.275105,0.614063,0.452169,0.266766,-0.37428,-0.47108
YER039C-A,,5,229481,229794,0,1.622718,1.676518,1.540787,1.282922,1.654794,0.906738
YER055C,HIS1,5,265785,266511,0,-1.598845,-1.952588,-1.687924,-0.824182,-0.435946,-0.606574
YER060W,FCY21,5,273884,274564,0,-0.937764,-0.855497,-0.83916,-0.618809,-0.47034,-0.883413
