ORF,name,chr,start,end,Yap4_0min,Yap4_5min,Yap4_15min,Yap4_30min,Yap4_45min,Hot1_30min,Msn1_30min,Msn2_0min,Msn2_30min,Msn4_0min,Msn4_30min,Skn7_30min,Smp1_30min,Sko1_0min,Sko1_5min,Sko1_15min,Sko1_30min,Sko1_45min,Yap6_0min,Yap6_30min,Yap4_binding_pat,Sko1_binding_pat
YGR122W,,7,733632,733939,0.654,1.039,1.371,1.559,1.428,,,,,,,,,0.261,0.394,0.436,0.397,0.3,,,2,2
YGR128C,UTP8,7,750097,750405,,,,,,,,,,,,,,,,,,,,,,
YGR146C,,7,784864,785281,,,,,,,,,,,,,,,,,,,,,,
YGR152C,RSR1,7,795498,796097,,,,,,,,,,,,,,,,,,,,,,
YHR099W,TRA1,8,301936,302762,,,,,,,,,,,,,,,,,,,,,,
YHR105W,YPT35,8,324394,324767,,,,,,,,,,,,,,,,,,,,,,
YHR123W,EPT1,8,354322,354816,,,,,,,,,,,,0.356,,,,,,,,,,
YHR129C,ARP1,8,364156,365155,,,,,,,,,,,,,,,,,,,,,,
YHR144C,DCD1,8,388729,389728,,,,,,,,,,,,,,,,,,,,,,
YHR150W,PEX28,8,396661,397252,,,,,,,,,,,,,,,,,,,,,,
YHR168W,MTG2,8,440128,440377,,,,,,,,,,,,,,,,,,,,,,
YHR174W,ENO2,8,450805,451325,,,,,,,,,,,,,,,,,,,,,,
YJL034W,KAR2,10,380917,381242,,,,,,,,,,,,,,,,,,,,,,
YJL041W,NSP1,10,365361,365699,,,,,,,,,,,,,,,,,,,,,,
YJL059W,YHC3,10,324636,324879,,,,,,,,,,,,,,,,,,,,,,
YJL065C,DLS1,10,315474,315675,,,,,,,,,,,,,,,,,,,,,,
YJL083W,TAX4,10,277918,278756,,,,,,,,,,,,,,0.321,0.349,0.574,0.503,0.235,,,,2
YJL089W,SIP4,10,264967,265841,,,,,,,,,,,,,,,,,,,,,,
YJL107C,,10,219934,220933,0.455,0.451,0.605,0.944,1.021,,,,,,,0.613,,1.994,1.89,1.754,1.933,1.925,,,3,1
YJL113W,,10,197045,197833,,,,,,,,,,,,,,,,,,,,,,
YKL035W,UGP1,11,369364,369533,,,,,,,,,,,,,,,,,,,,,,
YKL053C-A,MDM35,11,339088,339313,,,,,,,,,,,,,,,,,,,,,,
YKL058W,TOA2,11,329088,329810,,,,,,,,,,,,,,,,,,,,,,
YKL082C,RRP14,11,281975,282536,,,,,,,,,,,,,,,,,,,,,,
YKL099C,UTP11,11,256118,256415,,,,,,,,,,,,,,,,,,,,,,
YKL105C,,11,242230,242866,,,,,,,,,,,,,,,,,,,,,,
YLR011W,LOT6,12,168102,169101,,,,,,,,,,,,,,,,,,,,,,
YLR017W,MEU1,12,177415,177606,,,,,,,,,,,,,,,,,,,,,,
YLR035C,MLH2,12,214458,215441,0.256,0.381,0.355,0.858,0.724,,,,,,,,,,,,,,,,3,
YLR040C,,12,229584,229967,,,,,,,,,,,,,,,,,,,,,,
YLR058C,SHM2,12,259403,259739,,,,,,,,,,,,,,,,,,,,,,
YLR064W,,12,265255,265456,,,,,,,,,,,,,,,,,,,,,,
YLR082C,SRL2,12,293574,294092,,,,,,,,,,,,,,,,,,,,,,
YLR088W,GAA1,12,315732,316107,,,,,,,,,,,,,,,,,,,,,,
YLR386W,VAC14,12,893390,893627,,,,,,,,,,,,,,,,,,,,,,
YLR392C,,12,906306,907079,,,,,,,,,,,,,,,,,,,,,,
YLR410W,VIP1,12,937230,937537,,,,,,,,,,,,,,,,,,,,,,
YLR414C,,12,954141,954255,,,,,,,,,,,,,,,,,,,,,,
YLR432W,IMD3,12,1001699,1002552,0.249,0.093,0.308,0.397,0.46,,,,,,,,,,,,,,,,3,
YLR438C-A,LSM3,12,1014175,1014487,,,,,,,,,,,,,,,,,,,,,,
YLR455W,,12,1052626,1053625,,,,,,,,,,,,,,,,,,,,,,
YLR461W,PAU4,12,1061916,1062915,,,,,,,,,,,,,0.972,0.51,0.394,0.565,0.877,0.628,,,,2
YMR149W,SWP1,13,560811,560994,0.09,0.294,0.355,0.449,0.369,,,,,,,,,,,,,,,,2,
YMR154C,RIM13,13,568182,568550,,,,,,,,,,,,,,,,,,,,,,
YMR170C,ALD2,13,603082,603867,,,,,,,,,,,,,,,,,,,,,,
YMR174C,PAI3,13,610365,611015,,,,,,,,,,,,,,0.149,0.387,0.566,0.279,0.2,,,,3
YMR192W,GYL1,13,646776,647116,,,,,,,,,,,,,,,,,,,,,,
YMR196W,,13,654416,655074,,,,,,,,,,,,,,,,,,,,,,
YMR214W,SCJ1,13,695152,695348,,,,,,,,,,,,,,,,,,,,,,
YMR220W,ERG8,13,712108,712314,0.291,0.173,0.491,0.677,0.569,,,,,,,,,,,,,,,,3,
YNL193W,,14,273614,274366,-0.044,0.389,0.855,1.097,0.934,,,,,,,,,0.383,0.854,0.861,0.924,0.759,,0.443,3,2
YNL199C,GCR2,14,266530,267529,,,,,,,,,,,,,,0.701,0.33,0.387,0.534,0.421,,,,1
YNL217W,,14,240000,240329,0.714,0.7,0.805,1.119,1.039,,,,,,,,,,,,,,,,3,
YNL223W,ATG4,14,227098,227368,,,,,,,,,,,,,,,,,,,,,,
YNL241C,ZWF1,14,197943,198501,,,,,,,,,,,,,,0.251,0.392,0.332,0.113,0.278,,0.442,,3
YNL247W,,14,182607,182873,,,,,,,,,,,,,,,,,,,,,,
YNL265C,IST1,14,145281,145562,,,,,,,,,,,,,,,,,,,,,,
YNL271C,BNI1,14,135383,135939,,,,,,,,,,,,,,,,,,,,,,
YOL154W,ZPS1,15,33657,34656,,,,,,,,,,,,,,,,,,,,,,
YOR011W,AUS1,15,348678,349677,1.204,1.249,1.515,1.814,1.721,,,,,,,,,,,,,,0.507,0.422,1,
YOR017W,PET127,15,361083,361410,,,,,,,,,,,,,,,,,,,,,,
YOR035C,SHE4,15,400104,400347,,,,,,,,,,,,,,,,,,,,,,
YOR059C,,15,440260,440391,,,,,,,,,,,,,,,,,,,,,,
YOR065W,CYT1,15,446739,447439,0.159,0.144,0.326,0.395,0.27,,,,,,,,,,,,,,,,3,
YOR363C,PIP2,15,1023209,1023457,,,,,,,,,,,,,,,,,,,,,,
YOR369C,RPS12,15,1028622,1029179,,,,,,,,,,,,,,,,,,,,,,
YOR387C,,15,1070238,1071237,,,,,,,,,,,,,,,,,,,,,,
YOR393W,ERR1,15,1079272,1080271,,,,,,,,,,,,,,0.851,0.518,0.763,1.048,0.948,,,,1
YPL017C,,16,520232,521011,0.246,0.455,0.647,0.873,0.764,,0.428,,,,,0.493,,0.629,0.787,0.724,0.762,0.641,,0.403,2,1
YPL023C,MET12,16,506311,506695,,,,,,,,,,,,,,,,,,,,,,
YPL041C,,16,475739,475990,,,,,,,,,,,,0.798,,,,,,,,,,
YPL047W,SGF11,16,465645,465958,,,,,,,,,,,,,,,,,,,,,,
YPR070W,MED1,16,685434,685894,,,,,,,,,,,,,,,,,,,,,,
YPR088C,SRP54,16,713027,713273,,,,,,,,,,,,,,,,,,,,,,
YPR094W,RDS3,16,720422,720634,,,,,,,,,,,,,,,,,,,,,,
YPR112C,MRD1,16,751918,752255,,,,,,,,,,,,,,,,,,,,,,
YPR118W,,16,767492,767749,,,,,,,,,,,,,,,,,,,,,,
YPR135W,CTF4,16,798853,799229,,,,,,,,,,,,,,,,,,,,,,
YPR139C,VPS66,16,814055,814387,,,,,,,,,,,,,,,,,,,,,,
YCL057C-A,,3,24326,24768,,,,,,,,,,,,,,,,,,,,,,
YIL014C-A,,9,325525,326101,,,,,,,,,,,,,,,,,,,,,,
YKL018C-A,,11,403523,403745,,,,,,,,,,,,,,,,,,,,,,
YNR034W-A,,14,691561,692560,-0.086,0.182,0.863,0.645,0.408,,,,,,,,,,,,,,,,4,
YBR036C,CSG2,2,310314,310564,,,,,,,,,,,,,,,,,,,,,,
YBR042C,CST26,2,321610,321876,,,,,,,,,,,,,,,,,,,,,,
YBR060C,ORC2,2,362513,363512,,,,,,,,,,,,,,,,,,,,,,
YBR066C,NRG2,2,370698,371697,,,,,,,,,,,,,,0.814,0.87,0.913,0.596,0.694,,,,1
YBR084C-A,RPL19A,2,415256,415977,,,,,,,,,0.418,,,,,,,,,,,,,
YBR089C-A,NHP6B,2,426484,427149,,,,,,,,,,,,,,,,,,,,,,
YBR106W,PHO88,2,451963,452651,,,,,,,,,,,,,,,,,,,,,,
YBR112C,CYC8,2,465765,466764,0.677,0.725,0.747,0.987,1.013,,,,,,,,,0.923,0.867,0.651,0.788,0.808,0.487,0.426,1,1
YCR044C,PER1,3,207946,208130,,,,,,,,,,,,,,,,,,,,,,
YCR072C,RSA4,3,242348,242584,,,,,,,,,,,,,,,,,,,,,,
YCR079W,PTC6,3,252624,252840,,,,,,,,,,,,,,,,,,,,,,
YCR097W,HMRA1,3,293534,293830,,,,,,,,,,,,,,,,,,,,,,
YDL013W,SLX5,4,428344,429063,,,,,,,,,,,,,,,,,,,,,,
YDL019C,OSH2,4,421512,422511,,,,,,,,,,,,,,,,,,,,,,
YDR070C,,4,588377,588824,,,,,,,,,,,,,,,,,,,,,,
YDR076W,RAD55,4,598078,598463,,,,,,,,,,,,,,,,,,,,,,
YDR098C-B,,4,651122,652121,,,,,,,,,,,,,,,,,,,,,,
YDR116C,MRPL1,4,683577,683941,,,,,,,,,,,,,,,,,,,,,,
YDR122W,KIN1,4,694170,694694,,,,,,,,,,,,,,,,,,,,,,
YDR140W,MTQ2,4,733919,734132,,,,,,,,,,,,,,,,,,,,,,
YDR146C,SWI5,4,750738,751626,,,,,,,,,,,,,,,,,,,,,,
YDR436W,PPZ2,4,1333959,1334810,-0.132,0.33,0.341,0.202,0.123,,,,,,,,,,,,,,,,4,
YDR460W,TFB3,4,1383433,1383800,,,,,,,,,,,,,,,,,,,,,,
YDR466W,PKH3,4,1394564,1395110,,,,,,,,,,,,,,,,,,,,,,
YDR484W,VPS52,4,1422475,1422752,,,,,,,,,,,,,,,,,,,,,,
YDR490C,PKH1,4,1434259,1434914,,,,,,,,,,,,,,,,,,,,,,
YDR508C,GNP1,4,1468435,1469390,1.474,1.149,1.286,1.445,1.498,,,,0.494,,,0.441,,1.452,1.292,1.128,1.053,1.165,0.6,0.725,1,1
YDR514C,,4,1472990,1473419,,,,,,,,,,,,,,,,,,,,,,
YER178W,PDA1,5,546409,546811,,,,,,,,,,,,,,,,,,,,,,
YER184C,,5,558676,559449,0.072,0.277,0.387,0.57,0.583,,,,,,,,,,,,,,,,3,
YFL009W,CDC4,6,115737,116138,,,,,,,,,,,,,,,,,,,,,,
YFL030W,AGX1,6,76145,76828,0.091,0.21,0.391,0.339,0.235,,,,,,,,,,,,,,,,2,
YFL034W,,6,64931,65474,,,,,,,0.433,,,,,,,,,,,,,,,
YFL053W,DAK2,6,22787,23422,,,,,,,,,,,,,,,,,,,,,,
YFL059W,SNZ3,6,10969,11362,,,,,,,,,,,,,,,,,,,,,,
YGL236C,MTO1,7,55797,56482,,,,,,,,,,,,,,,,,,,,,,
YGL242C,,7,45198,45445,,,,,,,,,,,,,,,,,,,,,,
YGR003W,CUL3,7,499910,500135,,,,,,,,,,,,,,,,,,,,,,
YGR021W,,7,527333,527635,,,,,,,,,,,,,,,,,,,,,,
YGR027C,RPS25A,7,534463,535462,1.154,0.575,1.16,1.529,1.484,,,,,,,0.398,,0.263,0.284,0.332,0.364,0.233,,0.42,3,2
YGR041W,BUD9,7,576508,577490,,,,,,,,,,,,,,,,,,,,,,
YGR047C,TFC4,7,589474,589830,,,,,,,,,,,,,,,,,,,,,,
YHL048W,COS8,8,5796,6399,,,,,,,,,,,,,,,,,,,,0.339,,
YHR003C,,8,111312,111748,,,,,,,,,,,,,,,,,,,,,,
YHR020W,,8,143550,143987,,,,,,,,,,,,0.359,,,,,,,,,,
YHR025W,THR1,8,159184,159429,,,,,,,,,,,,,,,,,,,,,,
YHR042W,NCP1,8,189856,190534,,,,,,,,,,,,,,,,,,,,,,
YHR048W,,8,203599,204598,,,,,,,,,,,,,,,,,,,,,,
YHR065C,RRP3,8,229039,229336,,,,,,,,,,,,,,,,,,,,,,
YHR071W,PCL5,8,236381,237004,,,,,,,,,,,,,,,,,,,,,,
YIL148W,RPL40A,9,68067,68707,,,,,,,,,,,,,,,,,,,,,,
YIL154C,IMP2',9,55022,55198,,,,,,,,,,,,,,,,,,,,,,
YIL172C,,9,18554,19515,3.326,2.761,2.972,3.183,2.904,,,,0.599,,,0.538,0.433,0.684,0.576,0.985,1.159,0.776,3.675,4.845,1,2
YIR001C,SGN1,9,356893,357412,0.82,0.825,1.154,1.278,1.127,,,,,,,,,,,,,,,,1,
YIR019C,MUC1,9,393673,394672,,,,,,,,,,,,,0.336,,,,,,,,,
YIR024C,,9,403489,403656,,,,,,,,,,,,,,,,,,,,,,
YIR042C,,9,435981,436980,,,,,,,,,,,,,,,,,,,,,,
YJL004C,SYS1,10,432116,432559,,,,,,,,,,,,,,,,,,,,,,
YJR093C,FIP1,10,604121,604486,,,,,,,,,,,,,,,,,,,,,,
YJR110W,YMR1,10,632856,633529,,,,,,,,,,,,,,,,,,,,,,
YJR116W,,10,640366,640739,,,,,,,,,,,,,,,,,,,,,,
YJR134C,SGM1,10,675768,675974,,,,,,,,,,,,,,,,,,,,,,
YJR139C,HOM6,10,690440,690665,,,,,,,,,,,,,,,,,,,,,,
YKL001C,MET14,11,439029,440028,1.061,0.603,0.658,0.775,0.803,,,,,,,,,,,,,,,,1,
YKR077W,,11,583037,583294,,,,,,,,,,,,,,,,,,,,,,
YKR083C,DAD2,11,596465,596697,,,,,,,,,,,,,,,,,,,,,,
YKR101W,SIR1,11,639606,640105,,,,,,,,,,,,,,,,,,,,,,
YLL001W,DNM1,12,147600,147888,,,,,,,,,,,,,,,,,,,,,,
YLL018C-A,COX19,12,108972,109901,,,,,,,,,,,,,,0.113,0.393,0.329,0.142,0.298,,,,3
YLL024C,SSA2,12,97485,97996,,,,,,,,,,,,,,,,,,,,,,
YLL042C,ATG10,12,52590,53130,,,,,,,,,,,,,,,,,,,,,,
YLL048C,YBT1,12,46265,46713,,,,,,,,,,,,,,,,,,,,,,
YLR286C,CTS1,12,710139,710993,,,,,,,,,,,,,,1.293,0.959,1.325,1.206,1.26,,,,1
YLR303W,MET17,12,731561,732543,0.624,0.306,0.157,0.549,0.656,,,,,,,,,,,,,,,,5,
YLR309C,IMH1,12,751772,752226,,,,,,,,,,,,,,,,,,,,,,
YLR326W,,12,781379,782173,,,,,,,,,,,,,,,,,,,,0.405,,
YLR332W,MID2,12,789679,790675,0.856,0.575,0.963,1.301,1.254,,,,,,,,,,,,,,,0.48,3,
YLR350W,ORM2,12,827872,828728,,,,,,,,,,,,,,,,,,,,,,
YLR356W,,12,839320,840319,,,,,,,,,,,,,,,,,,,,,,
YMR069W,NAT4,13,407583,407707,,,,,,,,,,,,,,,,,,,,,,
YMR091C,NPL6,13,451365,451631,,,,,,,,,,,,,,,,,,,,,,
YMR097C,MTG1,13,460527,460770,,,,,,,,,,,,,,,,,,,,,,
YMR115W,,13,497448,497702,,,,,,,,,,,,,,,,,,,,,,
YMR120C,ADE17,13,509280,509733,,,,,,,,,,,,,,,,,,,,,,
YNL085W,MKT1,14,466642,467130,,,,,,,,,,,,,,,,,,,,,,
YNL091W,NST1,14,452073,452407,,,,,,,,,,,,,,,,,,,,,,
YNL115C,,14,412054,412771,,,,,,,,,,,,,,,,,,,,,,
YNL133C,FYV6,14,374693,375321,,,,,,,,,,,,,,0.593,0.559,0.496,0.468,0.506,,,,1
YNL139C,RLR1,14,365718,366033,,,,,,,,,,,,,,,,,,,,,,
YNL157W,,14,340208,340351,,,,,,,,,,,,,,,,,,,,,,
YNL163C,RIA1,14,330074,330329,,,,,,,,,,,,,,,,,,,,,,
YOL049W,GSH2,15,238183,238616,,,,,,,,,,,,,,,,,,,,,,
YOL054W,PSH1,15,227612,228611,,,,,,,,,,,,,,,,,,,,,,
YOL072W,THP1,15,194799,194968,,,,,,,,,,,,,,,,,,,,,,
YOL078W,AVO1,15,181426,181680,,,,,,,,,,,,,,,,,,,,,,
YOL096C,COQ3,15,139045,139226,,,,,,,,,,,,,,,,,,,,,,
YOL102C,TPT1,15,126689,126981,,,,,,,,,,,,,,,,,,,,,,
YOL124C,TRM11,15,86757,87756,,,,,,,,,,,,,,,,,,,,,,
YOR259C,RPT4,15,813707,813982,,,,,,,,,,,,,,,,,,,,,,
YOR265W,RBL2,15,820155,820450,,,,,,,,,,,,,,,,,,,,,,
YOR283W,,15,847126,847449,,,,,,,,,,,,,,,,,,,,,,
YOR289W,,15,853074,853353,,,,,,,,,,,,,,,,,,,,,,
YOR305W,,15,888746,889017,,,,,,,,,,,,,,,,,,,,,,
YOR311C,HSD1,15,899924,900245,,,,,,,,,,,,,,,,,,,,,,
YOR329C,SCD5,15,939345,939616,,,,,,,,,,,,,,,,,,,,,,
YOR335C,ALA1,15,949105,949768,,,,,,,,,,,,,,,,,,,,,,
YPL243W,SRP68,16,88033,88516,,,,,,,,,,,,,,,,,,,,,,
YPL249C,GYP5,16,79354,79711,,,,,,,,,,,,,,,,,,,,,,
YPL264C,,16,44345,44551,,,,,,,,,,,,,,,,,,,,,,
YPL270W,MDL2,16,30267,30481,,,,,,,,,,,,,,,,,,,,,,
YPR004C,,16,565039,565784,,,,,,,,,,,,0.492,,,,,,,,,,
YPR010C,RPA135,16,581194,582193,0.258,0.197,0.304,0.457,0.495,,,,,,,0.459,,,,,,,,,3,
YPR028W,YOP1,16,622524,623523,,,,,,,,,,,,,,,,,,,,,,
YPR034W,ARP7,16,639016,639521,,,,,,,,,,,,,,,,,,,,,,
YER103W,SSA4,5,363698,364584,0.285,0.27,0.748,0.93,0.708,,,,,,,,,,,,,,,0.345,3,
YAL007C,ERP2,1,138348,139347,,,,,,,,,,,,,,,,,,,,,,
YAL025C,MAK16,1,101147,101566,,,,,,,,,,,,,,,,,,,,,,
YAL031C,GIP4,1,87033,87287,,,,,,,,,,,,,,,,,,,,,,
YAL046C,,1,57387,57519,,,,,,,,,,,,,,,,,,,,,,
YAL054C,ACS1,1,45024,45900,,,,,,,,,,,,,,,,,,,,,,
YBR130C,SHE3,2,496864,497157,,,,,,,,,,,,,,,,,,,,,,
YBR136W,MEC1,2,505300,505661,,,,,,,,,,,,,,,,,,,,,,
YBR154C,RPB5,2,549004,549765,,,,,,,,,,,,,,,,,,,,,,
YBR160W,CDC28,2,559722,560071,,,,,,,,,,,,,,,,,,,,,,
YBR177C,EHT1,2,586158,586542,0.691,0.51,0.944,1.153,1.093,,,,,,,,,,,,,,,0.333,3,
YBR183W,YPC1,2,595550,596109,,,,,,,,,,,,,,,,,,,,,,
YBR201W,DER1,2,623142,623571,,,,,,,,,,,,,,,,,,,,,,
YBR207W,FTH1,2,634831,635140,,,,,,,,,,,,,,,,,,,,,,
YDL037C,BSC1,4,385585,386584,3.137,2.695,2.692,2.829,2.643,,,,,,,1.012,,1.325,1.113,0.936,0.967,1.062,2.266,2.241,1,1
YDL043C,PRP11,4,376478,376754,,,,,,,,,,,,,,,,,,,,,,
YDL060W,TSR1,4,340798,341618,,,,,,,,,,,,,,,,,,,,0.33,,
YDL066W,IDP1,4,334396,334834,,,,,,,,,,,,,,,,,,,,,,
YDL084W,SUB2,4,304848,305236,,,,,,,,,,,,,,,,,,,,,,
YDL090C,RAM1,4,296330,296820,,,,,,,,,,,,,,,,,,,,,,
YDL108W,KIN28,4,267201,267697,,,,,,,,,,,,,,,,,,,,,,
YDL114W,,4,254717,255603,,,,,,,,,,,,,,,,,,,,,,
YDR164C,SEC1,4,784211,784866,,,,,,,,,,,,,,,,,,,,,,
YDR170C,SEC7,4,802218,803190,0.281,0.337,0.363,0.739,0.624,,,,,,,,,,,,,,,,3,
YDR186C,,4,835488,836416,,,,,,,,,,,,0.5,,0.325,0.424,0.268,0.374,0.309,,0.38,,1
YDR192C,NUP42,4,844857,845856,,,,,,,,,,,,,,,,,,,,,,
YDR210W,,4,870558,871068,0.47,0.342,0.774,0.902,0.949,,,,,,,,,,,,,,,,3,
YDR212W,TCP1,4,886860,887226,,,,,,,,,,,,,,,,,,,,,,
YDR236C,FMN1,4,935887,936609,,,,,,,,,,,,,,,,,,,,,,
YDR531W,,4,1497758,1498221,,,,,,,,,,,,,,,,,,,,,,
YEL016C,NPP2,5,126219,126629,,,,,,,,,,,,,,,,,,,,,,
YEL032W,MCM3,5,86149,86936,,,,,,,,,0.499,,,,,,,,,,,,,
YEL038W,UTR4,5,79977,80419,0.169,0.314,0.37,0.377,0.325,,,,,,,,,,,,,,,,2,
YEL056W,HAT2,5,46168,47167,0.216,0.819,1.363,1.525,1.367,,,,,,,,,0.315,0.46,0.659,0.579,0.521,,0.336,2,2
YEL061C,CIN8,5,39538,40046,,,,,,,,,,,,,,,,,,,,,,
YFR009W,GCN20,6,161482,162481,,,,,,,,,,,,,,,,,,,,,,
YFR015C,GSY1,6,176384,177034,,,,,,,,,0.397,,,,,,,,,,,,,
YFR031C-A,RPL2A,6,221407,222078,,,,,,,,,,,,,,,,,,,,,,
YFR036W,CDC26,6,226453,226949,,,,,,,,,,,,,,,,,,,,,,
YGL003C,CDH1,7,494179,494521,,,,,,,,,,,,,,,,,,,,,,
YGL021W,ALK1,7,454565,454789,,,,,,,,,,,,,,,,,,,,,,
YGL027C,CWH41,7,446149,446417,,,,,,,,,,,,,,,,,,,,,,
YGR065C,VHT1,7,619863,620862,,,,,,,,,,,,,,,,,,,,,,
YGR071C,,7,634068,634308,,,,,,,,,,,,,,,,,,,,,,
YGR089W,NNF2,7,656326,656963,,,,,,,,,,,,,,,,,,,,,,
YGR095C,RRP46,7,676347,676625,,,,,,,,,,,,,,,,,,,,,,
YGR111W,,7,715050,715831,,,,,,,,,,,,,,,,,,,,,,
YGR117C,,7,726484,726978,0.204,0.137,0.329,0.537,0.507,,,,,,,,,,,,,,,,3,
YGR134W,CAF130,7,757452,757774,,,,,,,,,,,,,,,,,,,,,,
YGR140W,CBF2,7,766434,767433,1.566,1.691,1.641,2.023,1.954,,,,0.638,,,,,,,,,,,1.385,1,
YHR087W,,8,280393,280820,0.428,0.27,0.38,0.772,0.807,,,,,,,,,,,,,,,,3,
YHR111W,UBA4,8,332922,333073,,,,,,,,,,,,,,,,,,,,,,
YHR117W,TOM71,8,342122,342350,,,,,,,,,,,,,,,,,,,,,,
YHR134W,WSS1,8,371599,371750,,,,,,,,,,,,,,,,,,,,,,
YHR156C,LIN1,8,412409,412909,,,,,,,,,,,,,,,,,,,,,,
YHR162W,,8,422288,423073,,,,,,,,,,,,,,,,,,,,,,
YJL047C,RTT101,10,352025,352176,,,,,,,,,,,,,,,,,,,,,,
YJL053W,PEP8,10,335617,335813,,,,,,,,,,,,,,,,,,,,,,
YJL071W,ARG2,10,305778,306047,,,,,,,,,,,,,,,,,,,,,,
YJL077C,ICS3,10,294978,295161,,,,,,,,,,,,,,,,,,,,,,
YJL095W,BCK1,10,246892,247170,,,,,,,,,,,,,,,,,,,,,,
YJL101C,GSH1,10,236274,237180,0.875,0.932,1.159,1.635,1.57,,,,,,,0.539,,,,,,,,,3,
YKL018W,SWD2,11,403522,403744,,,,,,,,,,,,,,,,,,,,,,
YKL024C,URA6,11,392784,393364,,,,,,,,,,,,,,,,,,,,,,
YKL041W,VPS24,11,359211,359786,,,,,,,,,,,,,,,,,,,,,,
YKL047W,,11,348781,349107,,,,,,,,,,,,,,,,,,,,,,
YKL064W,MNR2,11,316702,317408,,,,,,,,,,,,,,,,,,,,,,
YKL070W,,11,305529,305855,,,,,,,,,,,,,,,,,,,,,,
YKL088W,,11,274688,274927,,,,,,,,,,,,,,,,,,,,,,
YKL094W,YJU3,11,262758,262993,,,,,,,,,,,,,,,,,,,,,,
YLL066C,,12,9837,10836,,,,,,,,,,,,,,,,,,,,,,
YLR005W,SSL1,12,159504,160047,,,,,,,,,,,,,,,,,,,,,,
YLR023C,IZH3,12,187129,187664,,,,,,,,,,,,,,,,,,,,,,
YLR029C,RPL15A,12,202592,203291,,,,,,,,,,,,,,,,,,,,,,
YLR046C,,12,238815,239348,,,,,,,,,,,,,,,,,,,,,,
YLR052W,IES3,12,246978,247201,,,,,,,,,,,,,,,,,,,,,,
YLR070C,XYL2,12,275213,275379,,,,,,,,,,,,,,,,,,,,,,
YLR380W,CSR1,12,877282,878281,,,,,,,,,,,,,,,,,,,,,,
YLR398C,SKI2,12,919020,919536,,,,,,,,,,,,,,,,,,,,,,
YLR404W,,12,927741,928740,,,,,,,,,,,,,,,,,,,,,,
YLR420W,URA4,12,962781,963780,,,,,,,,,,,,,,,,,,,,,,
YLR426W,,12,986813,987057,,,,,,,,,,,,,,,,,,,,,,
YLR443W,ECM7,12,1022247,1022620,,,,,,,,,,,,,,,,,,,,,,
YLR449W,FPR4,12,1029829,1030828,,,,,,,,,,,,,,,,,,,,,,
YMR137C,PSO2,13,544963,545154,,,,,,,,,,,,,,,,,,,,,,
YMR143W,RPS16A,13,551206,551926,0.768,1.049,1.044,1.16,1.051,,,,0.399,,,,,,,,,,0.415,0.543,1,
YMR164C,MSS11,13,589550,590039,0.42,0.416,0.77,1.01,1.032,,,,,,,,,0.822,0.556,0.737,0.683,0.624,,,3,1
YMR180C,CTL1,13,623213,623615,,,,,,,,,,,,,,,,,,,,,,
YMR186W,HSC82,13,631969,632353,,,,,,,,,,,,,,,,,,,,0.421,,
YMR202W,ERG2,13,667043,667535,,,,,,,,,,,,,,,,,,,,,,
YMR208W,ERG12,13,683563,684465,,,,,,,,,,,,,,,,,,,,,,
YNL181W,,14,297627,298334,,,,,,,,,,,,,,,,,,,,,,
YNL187W,,14,287608,287993,,,,,,,,,,,,,,,,,,,,,,
YNL211C,,14,250315,250930,,,,,,,,,,,,,,,,,,,,,,
YNL229C,URE2,14,220201,220658,,,,,,,,,,,,,,,,,,,,,,
YNL253W,TEX1,14,169247,170016,,,,,,,,,,,,,,,,,,,,,,
YNL259C,ATX1,14,157865,158108,,,,,,,,,,,,,,,,,,,,,,
YOL142W,RRP40,15,55102,55555,,,,,,,,,,,,,,1.094,1.402,1.514,1.843,1.64,,,,2
YOL148C,SPT20,15,47573,47931,,,,,,,,,,,,,,,,,,,,,,
YOR006C,,15,338622,338938,,,,,,,,,,,,,,,,,,,,,,
YOR023C,AHC1,15,377712,378218,,,,,,,,,,,,,,,,,,,,,,
YOR047C,STD1,15,417682,418630,1.634,1.338,1.479,1.682,1.765,,,,0.373,,,,,0.164,0.263,0.366,0.352,0.336,,0.513,1,2
YOR351C,MEK1,15,996507,997208,,,,,,,,,,,,,,,,,,,,,,
YOR357C,SNX3,15,1009709,1010157,,,,,,,,,,,,,,,,,,,,,,
YOR375C,GDH1,15,1043039,1044038,0.116,0.207,0.598,0.651,0.544,,,,,,,,,,,,,,,,3,
YOR381W,FRE3,15,1054541,1055540,,,,,,,,,,,,,,,,,,,,,,
YPL005W,AEP3,16,548140,548482,,,,,,,,,,,,,,,,,,,,,,
YPL011C,TAF3,16,534701,535015,,,,,,,,,,,,,,,,,,,,,,
YPL029W,SUV3,16,495244,495503,,,,,,,,,,,,,,,,,,,,,,
YPR052C,NHP6A,16,665972,666277,,,,,,,,,,,,,,,,,,,,,,
YPR058W,YMC1,16,673493,673747,,,,,,,,,,,,,,,,,,,,,,
YPR082C,DIB1,16,704655,704852,,,,,,,,,,,,,,,,,,,,,,
YPR100W,MRPL51,16,729526,729788,,,,,,,,,,,,,,,,,,,,,,
YPR106W,ISR1,16,739567,740058,,,,,,,,,,,,,,1.04,0.639,0.688,0.886,0.813,,,,1
YPR124W,CTR1,16,785667,786203,,,,,,,,,,,,,,,,,,,,,,
YDR320C-A,DAD4,4,1108494,1108697,,,,,,,,,,,,,,,,,,,,,,
